stopword removal,Score,Sentiment
pandang bulu merugikan negara sikat,1,Positif
periode ngkp jokowi tangkap mafia terlibat,-1,Negatif
silferter jaksa,0,Netral
jokowi erik thohir luhut adili,-1,Negatif
harta duit rumah mewah rancamaya arah sukabumi,1,Positif
riza chalid bin abdat keturunan yaman bermarga abdat lahir keturunan yaman bernama chalid bin abdat siti hindun alkatiri,2,Positif
coba presiden,1,Positif
beliau presiden prabowo beranijadi kabur,0,Netral
mafia minyak era presiden tsk tersentuhgk berani aparat presidenyah tersentuhdi era prabowo habis kejar gila,-2,Negatif
bocorrr terbukti wo,1,Positif
penasaran nih ketangkap nih,-1,Negatif
triliun,0,Netral
china mati nih orang,0,Netral
nagkap pablo,0,Netral
the most powerfull man indonesia,-1,Negatif
semoga sungguhsungguh,0,Netral
duit pakkkk,0,Netral
orang korup kayak serahin warga atuh pengin dikuliti hukum mati pelan,-3,Negatif
tangkap adili,-1,Negatif
lord voldemort,0,Netral
orang pintar pintarnya kejahatan negara,0,Netral
berdarah keturunan arab hadhrami hadhramaut yaman,1,Positif
wajah wajah penghuni neraka jahanam,-1,Negatif
keturunan yaman hadrami berbahaya,-1,Negatif
institusi kejaksaan diblkg klmt kejaksaan embel kalimat agung agung milik allah swt,1,Positif
percayalah ahli politik kerajaan indonesia menyembunyikan jejak pesalah ituyang tangkap kambing hitam jadikan umpan menutupi mata warga indonesia pesalah sebenar bebas lindungi pekerjaan indonesia perkara kian lupakan warga indonesia indonesia sepatutnya kayak raya kerana hasil buminya rasuah korupsi kalangan penjabat atasan rakyat hidup terbeban himpit kemiskinan ahli pejabat atasan hidup mewah,-7,Negatif
nama allah maha pengasih maha penyayang indonesia kayak raya tanah subur semoga rakyat sejahtera amin,3,Positif
hukum mati serahkan rakyat menghabisinya,0,Netral
ooo makhluknya rizakhalid,0,Netral
duwik kabeh ta korupsi trilyun iku,-3,Negatif
kejar lolos hukum mati rakyat indonesia,-2,Negatif
semoga sektor utama kelola pemerintah lagibukan swasta,0,Netral
gila orang kayak,-1,Negatif
cari kantornya riza chalid buru dokumennya,-1,Negatif
mukanya yaman,0,Netral
penjara dunia tunggu kehidupan hukum allah adil,0,Netral
tinggal tito,0,Netral
menduga isu,-1,Negatif
cari tangkap miskinkan,-2,Negatif
percaya riza chalid kahwin keturunan sultan muka hodoh nk kawin anak sultan,0,Netral
orang terdekat jokowi koruptor,1,Positif
tangkap,-1,Negatif
prabowo vs mafia awas hati dimana perjuangan situ londoireng sengkuni bajingan hai warga pati piye kabare,-1,Negatif
imigran,0,Netral
orang yaman dikasih,1,Positif
tangkap orang yaman,-1,Negatif
riza chalid periksa tni terang benderang,-2,Negatif
mulyono berkuasarc belingan mulyono,0,Netral
sat set sat set ndang kecrek,0,Netral
indonesia tim khusus cmk memegang bayar anggarannya lo,-2,Negatif
mendanai capres anis tangkap anus pura pahlawan kesiangan ojol nisnis,-1,Negatif
kturunan yaman nih kayaknya,-1,Negatif
krupsi mendanai anis,0,Netral
presiden bentuk tim khusus beranggotakan professional bergerak menyelesaikan,1,Positif
orang yaman,0,Netral
dalangnya dewan perwakilan rakyat menuduh orang belok dewan perwakilan rakyat bikin ulah,-2,Negatif
kadrun menguasai konoha aneh aneh akibat asli nkri atur pakai duit,1,Positif
setuju curiga koruptor kelas kakap kaki tangannya indonesia ungkapkan,-1,Negatif
orang kuat beking sulit senggol presiden jokowi mantu beliau undangan vvip buktikan hukum berjalan negeri,2,Positif
opo iyo,0,Netral
halooorakyat indonesia njarah rumahnya rizal habisin barangnya,0,Netral
dipnjara abolsi presiden,1,Positif
kapolri berani,0,Netral
pengusahatapi maling,0,Netral
otak pembunuhan kepala cabang bank pegawai menlu,1,Positif
susah nangkap orang tangkap pasukan,-3,Negatif
seandainya tertangkap dipenjara jikapun dipenjara dihukum menjalani hukuman dibebaskan alasan berkelakuan lagu,1,Positif
menggulingkan pemerintahan prabowo allah maha melindungi semangat presidenmematahkan orang orang korupsi sehat barakallah rakyat indonesia,1,Positif
orang pengusaja dalem lobang tikus got rakyat miskin pribadi rakyat jelata kasih peluang kesempatan peng usaha rakyat miskin rakyat jelata kasih peluang kasih kesempatan inti kasih peluang kasih kesempatan orang orang ruang lingkup circle pertemanan jatah dasar sinting mikir sinting mikir,-10,Negatif
mukanya seram,-1,Negatif
hati orang kayak negeri pemerintah membatasi mengendalikan orangorang kayak negeri orang kayak mengendalikan negara contoh cina dikendalikan pemerintah kemajuan kesejahteraan rakyatnya,-4,Negatif
wajahnya menyeramkan garang,-2,Negatif
riza khalid korupsi,-1,Negatif
menunggangi demo roy suryo cs rizie cs anak abah tunggangin demo rusuh biayai riza chalid,-2,Negatif
mendanai otak pelaku kerusuhan bawa pulang indonesia hukum maksimal,0,Netral
rakyat dibilang antek riza khalid gawe,-1,Negatif
keberanian penguasapemerintahdari jaman cuman omon omon doang tegakkan undang undang menegakkan uudujung ujungnya damaiduitdodol,1,Positif
riza chalid oknum pemerintah berkolaborasi enak oknum pemerintah kambing hitamkan riza chalid doang,-1,Negatif
investigasi akurat bawa pengadilan bukti bukti kuat terang,-2,Negatif
asetnya uangnya blokir negara pemerintahan orang yakini info orang percaya mu prabowo,-1,Negatif
jet pribadi dipinjam capres,0,Netral
reza chaled wajahnya abu jahal abu lahab tamak rakus jahat,-1,Negatif
geng yemen,0,Netral
pemerintah mengkambing hitamkan titik terangnya cepat menuduh seseorangse bukti rakyat demo murniatas ketidak adilan pelecehan rakyat muntut kekayaan damai ber digubris diresponmalah jalan negeri menghabiskan uang negara aanarkis timbul kesal,-5,Negatif
mr bean perasaan ku,0,Netral
percaya cari kambing hitam pengalihan issue,-2,Negatif
antek yaman,-1,Negatif
aman rumah,1,Positif
hubunganya rizal rakyat muak pajak gilaan pajak pbb medsos dipajak umkm dipajak toko online dipajak ppn amplop udangan dipajak royalty pajak kendaraan demo dipati tunjangan dewan perwakilan rakyat joged muak sahroni mengatai rakyat tolol,-8,Negatif
bilang riza calik mafia kelas kakap kebal hukum iyalah kebal hukum duitnya kayak indonesia duit duit berkuasa semoga prabowo beserta rakyat indonesia binasakan,-2,Negatif
take your guy before chased out by folk here we dont need him,0,Netral
naga wkwkwkwk,0,Netral
umur dah ditunggu,0,Netral
alasan pemerintah pecus cari kambing hitam,-3,Negatif
wajahnya orang yaman,0,Netral
presiden jokowi berani memutus rantai bisnisnya,0,Netral
mafia zaman harto,-1,Negatif
sita asetnya koar doang,0,Netral
riza khalid terlibat korupsi demo perampasan aset koruptor mendanai kegiatan demo tuntutannya merugikan terlibat lucu logika pengelihan issue cari kambing hitam konsumsi publik tuntutan rakyat terabaikan,-3,Negatif
orang bergerak kegelapan sepak terjang terang benderang,-3,Negatif
pemerintah pura kena pejabat triliunan korupsinya ampun pajak dinaikan rakyat sengsara koruptor dibiarkan,-4,Negatif
gaduh kambing hitam orang lagu,-1,Negatif
dukung presiden prabowo subianto presiden ri menangkap n kesombongan hancur allah azza wa jalla,4,Positif
tangkap deportasi singapura merugikan negara ratusan triliunshg terlibat sikat habis prabowo subianto presiden ri perang koruptor,0,Netral
keturunan,0,Netral
riza chalid auranya demit,0,Netral
wih mukanya kaya firaun,0,Netral
orang ditangkap orang koruptor kabur pemerintah terlambat menangkap orang licik licin koruptor kabur cepat negeri,-2,Negatif
t menutupi kerugian akibat demo kemarin sisanya,-2,Negatif
dalangnya tangkap,-1,Negatif
semoga cepat tangkap bernyanyi menerima aliran uwang haram tangkap ayo tangkap,0,Netral
diseret pengadilan kartu as pejabat aib nasional terbongkar prediksi,-2,Negatif
saking bingung berambisinya listio sigit jabatankini cari korban kambing hitamkan,-3,Negatif
kelompok satanic,-1,Negatif
kayak raya era jokowi bisnisnya terkoneksi pemerintahan,0,Netral
koleganya setyo novanto papa saham freeport,0,Netral
aniskahh,0,Netral
kambing hitamin orangudah pejabat bikin sakit hati rakyat,-3,Negatif
tangkap ketahuan korupsi jet pribadi kemarinkenakan pasal tppu kena gerombolannya sita harta negara kebagian memasuki penjara maksimum nusa kambangan,-6,Negatif
berani kapolri nangkap riza chalid bisanya nangkap pendemo,0,Netral
tangkap kapolri tumanlah bikin rusak negara,-1,Negatif
pengusaha yaman,0,Netral
kumis kemarin asing,0,Netral
percaya meng kambing hitamkan individu berpihak kubu gibran jokodok sigit kapolri anjingg antek jokodok mari rakyat cerdaslah,-1,Negatif
jejak digital sahroni wakil dewan perwakilan rakyat ri supir belajar bisnis asisten pribadi jenderal bapan pemeriksa keuangan mertuanya ahmad sahroni memiiki warisan kekayaan mantan mertua pengusaha terkaya perusahaan migas mantan istri buruan lihat potcasyt hapus youtube penjelasan panjangnya hubungan bisnisnya ahmad sahroni bbosnis bisnis migas flash disc hilang akibat jarah pendemo,4,Positif
zaman surabaya jokowi manusia tersentuh hukum,0,Netral
riza chalid biang kerok kerusuhan indonesia,-2,Negatif
kambing hitam a b tengok kondisi sosialekonomihukum benahi beres,-2,Negatif
balas bos keluarga dasar mafia iki,0,Netral
geng yaman bermain,0,Netral
ketuurunan yaman indonesia tunggu pembalasan pribumi nusantara,0,Netral
dimana logikanya buron koruptor mendukung pendemo rakyat demo dewan perwakilan rakyat mengesahkan uud perampasan aset hukuman mati koruptor senjata makan tuan riza laah pemerintah mencari alasan indonesia rakyat muak kebijakan presiden dewan perwakilan rakyat menyengsarakan rakyat indonesiaseharusnya pejabat pemerintah introspeksi mencari alasan,-5,Negatif
wowo segerakan desak dewan perwakilan rakyat mengesahkan uu perampasan aset,-1,Negatif
habib anzing,0,Netral
tangkap,-1,Negatif
tikus republik indonesia elit pejabat kuropsi eksekusi mati sebgai kedepnya korupsi,-2,Negatif
proses kejaksaan kerjasama,2,Positif
bajingan hukum mati merugikan negara menyusahkan rakyat hukum mati,0,Netral
kabar uu anti korupsi adem kalah kabar spak terjang mentri,-4,Negatif
pertamina bajingan,0,Netral
hukum mati tegakan membunuh rakyat kelaparan siapkan rugu tembak,-1,Negatif
poltik membunuh karakter perampasan hak milik salah poltik hukum mmbunuh fisik dramatis mengorbankn rakyat ulah elit pejabat bersekongkol kerja,-2,Negatif
bagus anaknya dikasih seumur hidup,1,Positif
indonesia nih kebayakan kisahahir nihil,-1,Negatif
hukum mati lakukan dataranya ketahuan belang tunggu,-2,Negatif
hebat silvester,0,Netral
konspirasi,0,Netral
mantap uangnya banyakjemput paksa penegak hukum,0,Netral
turunkan hsrga bbm rskyat jenis pertaleit perliter rakyat sejahtera economian umkm,0,Netral
rakyat persiden optimis fokus komitmennya beliau berani penuh tanggung masyarakatnya,-1,Negatif
media tv suka memoles berita,-1,Negatif
pejabat merakyat sepiring singkong rebus jeung kofi hideung pikiran jernih insyap hadeuuuuh,0,Netral
koruptor duri didalam dagingdan mendarah daging ahli mengatasinya,-1,Negatif
tahan,0,Netral
susah tertangkap kpk jaksa hakim koruptor,-1,Negatif
kabur prabowo menjabat rizal calid,-1,Negatif
rizal calid dijemput singapore dibiarkn lolos kemudia keindonesia gabung pekerja dikikang minyak,-1,Negatif
terkadang sadar batasnyabatasnya tanjakan menurunnya,1,Positif
cerdas,0,Netral
reza chalid wajib pecahhin kplanya rakyat isi kepala reza chalid,-1,Negatif
apapun intinya duit hukum mati,0,Netral
kejar riczak halik lobang tikus kapok,-2,Negatif
muzarab ruu perampasan aset sahkan kun inyakalau banya cerita korupsi meraja rela,-1,Negatif
kerna main penegak hukum smridwan halid rakyat indonesia penegak hukum omon bemain pertambangan minyak hukum seberat beratnya hukum mati,0,Netral
ancam hukum mati anaknya pulang,-1,Negatif
riza khalid umpetin kroni kroninya masyarakat dibodohin teruuuuusujung ujung lolos lolos sengaja ngumpetin,-4,Negatif
pertamina gagal diungkap kali gagal rakyat belimunyak mahal datlrinpertamina,-1,Negatif
permainan pejabat masah nakap biyang koruptor alasan kaburla tetek bengek modus,-3,Negatif
negara takut oknumbebrapa orang kayak coba jajah manusia manusia rakus ngusir penjajah,0,Netral
nepalkan,0,Netral
ditanhkap berani,0,Netral
rantas mafia li dunggi aparat,-3,Negatif
sita asetnya krmbaliikan kerakyat pakai bos,1,Positif
godfather ganti kroni keluarganya konyol negara kocak bubarrr,-2,Negatif
kotak pandora dibuka tinggal mengeksekusinya diback up partai politik rakyat,-2,Negatif
dimana marak korupsi indonesia matap p prabowo kejar koruptor pandang bulu termasu beacukai rakyat dibelakangmu,-1,Negatif
gaji maling uang rakyat serakah tamak rakus,0,Netral
menilai said didu berani membicarakan korupsi pertamina,-2,Negatif
koruptor indonesia ditembak sita harta korupsi teta subur,0,Netral
tangkap lolos,-2,Negatif
melindungi lolosmungkin oknim melindungi,0,Netral
stop raja minyak titel hebat pencuri minyak kriminal bejat,-1,Negatif
situmorang mntah kpk bertaring,0,Netral
suka mengumbar omongan negara negara hukum lapor berwajib tahan penjara aman,-2,Negatif
ok narok uang aset singapura,1,Positif
suruh kabur proses indonesia,-1,Negatif
dimana mengomong,0,Netral
tong mengomong indonesiaa maju moal maju ieuh moall,0,Netral
dihukum mati koruptor minyak oplosan negara rugi negara,-1,Negatif
udang migas,0,Netral
dor tambak linta linta negara kasih ampun,-1,Negatif
andai indak korupsi rakyat makmur gaji kerja,2,Positif
gaspol negara bersih mafia berdasi bravo prabowo,-1,Negatif
koruptor mafia aparat hukum ringan bebas jeratan hukum mahluk membeli hukum,-3,Negatif
ha ha hukum beli,0,Netral
korusi htus hukum mati,0,Netral
informative,0,Netral
terlalalu omong pejabatnya makan gombal,0,Netral
pastikan riza khalid sakit beliau kursi roda analisa beliau mengalami stroke lumpuh mengalami gangguan lupa ingatan,0,Netral
rampas asetnya kapok hukum seumur hidup pengacara,-2,Negatif
jaksa kagak rizal khalid disuruh kabur duluan kabur ditetapkan tersangka,-4,Negatif
lihat besok tangkap hukumannya ringan,0,Netral
tampilan wajahnya bengis mafioso banget,1,Positif
hukum mati mafia migas mafia layak hidup dibumi nusantara,-2,Negatif
nara sumber namanya agus terkait hubungannya variable cost mark up mohon tv mengundang orang undang standart,0,Netral
hukuman matiiii broooo crita adili rampas hrtanya pancuuun kpalanya,-1,Negatif
hukuman matiiii brooooo rampas hrtanya hukum pancung,-1,Negatif
mangkir seret namanya omon omon bikin percaya,0,Netral
koruptor hukum mati setuju,0,Netral
tuntas tuntas tersangka pasukan pengganti melanjutkan bisnis berganti pelaku kejahatan jalan,2,Positif
dimiskinkan sita hartanya hukum mati,0,Netral
orde lolos teman putra cendana,0,Netral
dipenjara,0,Netral
membodohkan kalah pintar kalah pintar,-2,Negatif
kalou koruptor melarikan negerilama ketangkepnyabisa telan bumiapa,0,Netral
ganti penjabat pertamina pemangku kebijakan lakukan korupsi,0,Netral
raja minyak raja koruptor hukum mati taat hukum operasi senyap penembak bayaran,1,Positif
disaat meniipu rakyat bangganya menipu oplosan bbm rakyat keliaran bebas kemana panggilan pengadilan kicep,-2,Negatif
kalao bibit suharto pemerintahan berita pembohongan rakyat,-1,Negatif
hukum mati penghancur indonesia manusia serakah watak qorun,2,Positif
pemerintah cuman sutradara sinetron sengaja miskin rakyatnya,-3,Negatif
untung massa,0,Netral
miskin undang undang mosok kalah maling ayam,0,Netral
rakyat susah payah membayar pajak pajak pbb pajak kendaraan bermotor pajak pembelian pajak penjualan elit penguasa politikus rakusnya merampok kekayaan negara,-7,Negatif
ayo berani koruptor miskinkan ayo prabowo berani demiiiii rakyat lo,2,Positif
berani koruptor pemerintah,0,Netral
masyarak jajah pajak kekayaan alam habis korupt,-1,Negatif
blok mdn tersentuh dibongkar,-1,Negatif
allah kurupsi indonesia meraja lela korup bajing penghianat,-1,Negatif
rakyat pemerintah politik berpihak kepentingan rakyat penegak hukum bersihjujurtransparans korupsi bersihkan negara ri lapangan pekerjaan,1,Positif
membayangkan indonesia minim korupsi betapa makmurnya warga indonesia hidup surga,0,Netral
korupsi berjamaahkarna sistemnya,-1,Negatif
doa nitizen terkabulselama hukuman dimiskinkan terlasanaakan tumbuh koroptor kakap,0,Netral
pemerintah ngatasibiar rakyat mengadili,-1,Negatif
tersankasaja kena hukumsebab uanya ratabagimanabagirata,-1,Negatif
inlander,0,Netral
puluhan tersentuh digulungsemoga perbaikan migas indonesia,0,Netral
bajingan nyata dewan perwakilan rakyat anggota dewan perwakilan rakyat cinta nkri ruu perampasan aset ketok palu hukuman mati koruptor koruptor terbesar dewan perwakilan rakyat,-4,Negatif
menonton berita isinya korupsi pungli bawaanya terbawa snsi negara,-2,Negatif
pejabat pertamina pecat ganti pengecer minyak jalan pejabat pertamina,-3,Negatif
kecium kejagung bongkar duluan kabur negeri panggung sandiwara elite,-1,Negatif
riza halid kayak harun masiku,-1,Negatif
mari wni dukung total pemerintah pragrib bersih jujur mengelola nkri menangkap penjarakan min seumur hidup pejabat eks pejabat koruptor swasta terkait terlibat wni miskin menyita kekayaannya menambah apbn,-3,Negatif
pagar berhenti jalan,0,Netral
indonesia sesuai namanya negara hukum hukum permainkan ganti namanya negara konoha,1,Positif
indonesia menerapkan hukuman mati koruptor aman negeri,0,Netral
raja minyak sesungguhnya solo operatornya,2,Positif
ganti pemain sajapolanya,-1,Negatif
